query,case_title,case_url
Article 122,"Smt. Bimala Devi And Ors. vs Patitapaban Dev And Ors. on 8 February, 1973",https://indiankanoon.org/docfragment/840272/?formInput=Article%20122
Article 122,"Subhash Chandra Agarwal vs Lok Sabha Secretariat & Anr. on 2 July, 2019",https://indiankanoon.org/docfragment/60226195/?formInput=Article%20122
Article 122,"V.C.Chandhira Kumar vs Tamil Nadu Legislative Assembly on 5 June, 2013",https://indiankanoon.org/docfragment/38559597/?formInput=Article%20122
Article 122,"K. Sudhakar Reddy vs Ind. Bank Housing Limited, A Joint ... on 24 August, 2007",https://indiankanoon.org/docfragment/118542922/?formInput=Article%20122
Article 123,"Article 123 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1090693/
Article 123,"A. K. Roy, Etc vs Union Of India And Anr on 28 December, 1981",https://indiankanoon.org/docfragment/875590/?formInput=Article%20123
Article 123,"R.K. Garg Etc. Etc vs Union Of India & Ors. Etc on 20 October, 1981",https://indiankanoon.org/docfragment/314044/?formInput=Article%20123
Article 123,"Article 213 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/860592/
Article 123,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 123,"R.K. Garg And Ors. vs Union Of India (Uoi) And Ors. on 13 November, 1981",https://indiankanoon.org/docfragment/1033021/?formInput=Article%20123
Article 123,"A.K. Roy Ors. vs Union Of India (Uoi) And Ors. on 28 December, 1981",https://indiankanoon.org/docfragment/50294192/?formInput=Article%20123
Article 123,"T. Venkata Reddy Etc. Etc vs State Of Andhra Pradesh on 27 March, 1985",https://indiankanoon.org/docfragment/1023674/?formInput=Article%20123
Article 123,"Section 30 in The General Clauses Act, 1897
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/168644/
Article 123,"Mahboob Sirfraz Vanth Sri Rajah ... vs Sri Rajah Venkatadri Appa Rao Bahadur ... on 11 January, 1922",https://indiankanoon.org/docfragment/1541248/?formInput=Article%20123
Article 124,"Article 124 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1164880/
Article 124,"Supreme Court Advocates-On-Record ... vs Union Of India on 16 October, 2015",https://indiankanoon.org/docfragment/66970168/?formInput=Article%20124
Article 124,"K. Veeraswami vs Union Of India And Others on 25 July, 1991",https://indiankanoon.org/docfragment/1269046/?formInput=Article%20124
Article 124,"Supreme Court Advocates-On-Record ... vs Union Of India on 6 October, 1993",https://indiankanoon.org/docfragment/753224/?formInput=Article%20124
Article 124,"Article 217 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1682952/
Article 124,"THE CONSTITUTION (FIFTEENTH AMENDMENT) ACT, 1963",https://indiankanoon.org/doc/125710773/
Article 124,"C. Ravichandran Iyer vs Justice A.M. Bhattacharjee & Ors on 5 September, 1995",https://indiankanoon.org/docfragment/686645/?formInput=Article%20124
Article 124,"Sub-Committee On Judicial ... vs Union Of India And Ors., Etc on 29 October, 1991",https://indiankanoon.org/docfragment/1581602/?formInput=Article%20124
Article 124,"Article 218 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1923298/
Article 124,"THE CONSTITUTION (NINETY-NINTH AMENDMENT) ACT, 2014",https://indiankanoon.org/doc/195108305/
Article 125,"Article 125 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1312011/
Article 125,"Article 374 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/171240/
Article 125,"P. Narasaiah vs P. Rajoo Reddy on 29 April, 1988",https://indiankanoon.org/docfragment/105948/?formInput=Article%20125
Article 125,"Constituent Assembly Debates On 30 May, 1949 Part I",https://indiankanoon.org/docfragment/1096032/?formInput=Article%20125
Article 125,"Chiruvolu Punnamma vs Chiruvolu Perrazu And Anr. on 23 February, 1906",https://indiankanoon.org/docfragment/1807136/?formInput=Article%20125
Article 125,"Challagundla Varamma And Ors. vs Madala Gopaladasayya And Anr. on 8 March, 1918",https://indiankanoon.org/docfragment/618951/?formInput=Article%20125
Article 125,"Arvind N. Mafatlal vs T.A. Balakrishnan, Deputy Controller ... on 30 January, 1967",https://indiankanoon.org/docfragment/1391173/?formInput=Article%20125
Article 125,"Narayana Aiyar And Three Ors. vs Rama Aiyar And Two Ors. on 30 April, 1913",https://indiankanoon.org/docfragment/217410/?formInput=Article%20125
Article 125,"Ram Sarup vs Ram Dei And Ors. on 22 December, 1906",https://indiankanoon.org/docfragment/372316/?formInput=Article%20125
Article 125,"U.P.Samaj Kalyan Nirman Nigam Ltd. ... vs Commissioner Of Income Tax on 23 March, 2012",https://indiankanoon.org/docfragment/174892052/?formInput=Article%20125
Article 126,"Article 126 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/237691/
Article 126,"Sudarshan Prasad And Ors. vs Radha Kishun Ram (Deceased By Lrs.) on 7 January, 1982",https://indiankanoon.org/docfragment/370009/?formInput=Article%20126
Article 126,"Murajalli Munia Goundan vs Ramasami Chetti And Ors. on 12 February, 1918",https://indiankanoon.org/docfragment/11991/?formInput=Article%20126
Article 126,"Ramkissendas Dhanuka vs Satya Charan Law on 15 December, 1949",https://indiankanoon.org/docfragment/1794225/?formInput=Article%20126
Article 126,"Jivaji Keshav Bapat vs Venkatesh Krishna Byadgi on 4 September, 1939",https://indiankanoon.org/docfragment/1420212/?formInput=Article%20126
Article 126,"Vilas Vasantrai Shastri vs Vasantrai Vishnu Shastri And Ors. on 23 January, 1975",https://indiankanoon.org/docfragment/1000404/?formInput=Article%20126
Article 126,"Bhagwan Dass vs Bhishan Chand And Ors. on 24 July, 1972",https://indiankanoon.org/docfragment/1044518/?formInput=Article%20126
Article 126,"Abdul Hameed Sait And Anr. vs The Provident Investment Co. Ltd. And ... on 22 February, 1954",https://indiankanoon.org/docfragment/1211267/?formInput=Article%20126
Article 126,"Afzal Imam vs State Of Bihar & Ors on 19 April, 2011",https://indiankanoon.org/docfragment/1305208/?formInput=Article%20126
Article 126,"Ganesa Aiyar And Anr. vs Amirthasami Odayar And Ors. on 29 October, 1917",https://indiankanoon.org/docfragment/1021289/?formInput=Article%20126
Article 127,"Article 127 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1688766/
Article 127,"Dadi Jagannadham vs Jammulu Ramulu & Ors on 23 August, 2001",https://indiankanoon.org/docfragment/672592/?formInput=Article%20127
Article 127,"P.K. Unni vs Nirmala Industries & Ors on 20 February, 1990",https://indiankanoon.org/docfragment/1544426/?formInput=Article%20127
Article 127,"THE CONSTITUTION (NINETY-NINTH AMENDMENT) ACT, 2014",https://indiankanoon.org/doc/195108305/
Article 127,"Yerukola Alias Penta Jogulu (Dead) And ... vs Yerukola Alias Penta Tatayya Alias ... on 12 January, 1922",https://indiankanoon.org/docfragment/1315099/?formInput=Article%20127
Article 127,"Section 2 in The High Court Judges (Salaries And Conditions Of Service) Act, 1954
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/183799217/
Article 127,"K. Sengodan vs K. Dharmalingam And Ors. on 22 December, 1994",https://indiankanoon.org/docfragment/494703/?formInput=Article%20127
Article 127,"Isap Ahmed Mograria And Ors. vs Abhramji Ahmadji Mograria And Ors. on 30 March, 1917",https://indiankanoon.org/docfragment/1610302/?formInput=Article%20127
Article 127,"Nirmala Industries, Uthagamandalam, ... vs Srinivasa Perumal Financing ... on 9 December, 1986",https://indiankanoon.org/docfragment/55162/?formInput=Article%20127
Article 127,"Mrs Madhu Ashok Kapur And 3 Ors vs Mr Rana Kapoor And 8 Ors on 4 June, 2015",https://indiankanoon.org/docfragment/76897771/?formInput=Article%20127
Article 128,"Article 128 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/908489/
Article 128,"THE CONSTITUTION (FIFTEENTH AMENDMENT) ACT, 1963",https://indiankanoon.org/doc/125710773/
Article 128,"THE CONSTITUTION (NINETY-NINTH AMENDMENT) ACT, 2014",https://indiankanoon.org/doc/195108305/
Article 128,"Telecommunications Consultants India ... vs Tcil Bellsouth Ltd. And Ors. on 29 November, 2005",https://indiankanoon.org/docfragment/608692/?formInput=Article%20128
Article 128,"Constituent Assembly Debates On 30 May, 1949 Part I",https://indiankanoon.org/docfragment/1096032/?formInput=Article%20128
Article 128,"Dr. Mir Zaffar Aman vs Sheikh Babar Ali And Anr on 8 June, 2016",https://indiankanoon.org/docfragment/181211912/?formInput=Article%20128
Article 128,Vasudeva Menon vs M/S. K.J.Plantation,https://indiankanoon.org/docfragment/196456777/?formInput=Article%20128
Article 128,"Dr. Mir Zaffar Aman vs State Of Jammu & Kashmir Through ... on 8 June, 2016",https://indiankanoon.org/docfragment/168164457/?formInput=Article%20128
Article 128,"Constituent Assembly Debates On 14 November, 1949",https://indiankanoon.org/docfragment/305953/?formInput=Article%20128
Article 128,"Smt Dinavahi Lakshmi Kameswari vs The State Of Andhra Pradesh on 11 August, 2020",https://indiankanoon.org/docfragment/49885284/?formInput=Article%20128
Article 129,"Article 129 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/927019/
Article 129,"Pallav Sheth vs Custodian & Ors on 10 August, 2001",https://indiankanoon.org/docfragment/1570089/?formInput=Article%20129
Article 129,"Supreme Court Bar Association vs Union Of India & Anr on 17 April, 1998",https://indiankanoon.org/docfragment/1666530/?formInput=Article%20129
Article 129,"Delhi Judicial Service Association Tis ... vs State Of Gujarat And Ors. Etc-Etc on 11 September, 1991",https://indiankanoon.org/docfragment/1496509/?formInput=Article%20129
Article 129,"Supreme Court Bar Association vs Union Of India & Anr on 17 April, 1998",https://indiankanoon.org/docfragment/82617574/?formInput=Article%20129
Article 129,"Pritam Pal vs High Court Of Madhya Pradesh,Jabalpur ... on 19 February, 1992",https://indiankanoon.org/docfragment/1401520/?formInput=Article%20129
Article 129,"R. Muthukrishnan vs The Registrar General Of The High Court ... on 28 January, 2019",https://indiankanoon.org/docfragment/60397736/?formInput=Article%20129
Article 129,"Sahara India Real Estate Corp.Ltd.& Ors vs Securities & Exch.Board Of India & Anr on 11 September, 2012",https://indiankanoon.org/docfragment/158887669/?formInput=Article%20129
Article 129,"Swatanter Kumar vs The Indian Express Ltd. & Ors. on 16 January, 2014",https://indiankanoon.org/docfragment/180037999/?formInput=Article%20129
Article 129,"R.M.M.S.T. Somasundaram Chettiar ... vs Vaithilinga Mudaliar And Ors. on 15 November, 1916",https://indiankanoon.org/docfragment/890877/?formInput=Article%20129
Article 130,"Article 130 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1822128/
Article 130,"Union Of India & Anr vs S.P. Anand & Ors on 7 August, 1998",https://indiankanoon.org/docfragment/1506942/?formInput=Article%20130
Article 130,"Gajula Rajaiah vs State Of A.P. And Others on 2 March, 2001",https://indiankanoon.org/docfragment/1621494/?formInput=Article%20130
Article 130,"East And West Insurance Co. Ltd. vs Kamala Jayantilal Mehta on 13 February, 1956",https://indiankanoon.org/docfragment/1561312/?formInput=Article%20130
Article 130,"Constituent Assembly Debates On 30 May, 1949 Part Ii",https://indiankanoon.org/docfragment/1177689/?formInput=Article%20130
Article 130,"Godavaris Mahabidyalaya And Anr. vs Director Of Public Instruction (H.E.), ... on 14 December, 1981",https://indiankanoon.org/docfragment/431454/?formInput=Article%20130
Article 130,"Constituent Assembly Debates On 16 October, 1949 Part Iii",https://indiankanoon.org/docfragment/1219441/?formInput=Article%20130
Article 130,"Sakharam Govind Page vs Trimbakrao Ramchandrarao Mantri on 28 September, 1920",https://indiankanoon.org/docfragment/669878/?formInput=Article%20130
Article 130,"Maharaja Birendra Kishore Manikya ... vs Akram Ali on 4 January, 1912",https://indiankanoon.org/docfragment/614570/?formInput=Article%20130
Article 130,"Constituent Assembly Debates On 2 June, 1949 Part I",https://indiankanoon.org/docfragment/427177/?formInput=Article%20130
Article 131,"Article 228 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1636756/
Article 131,"Article 143 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/210155/
Article 131,"Article 145 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1537130/
Article 131,"Article 131 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/786824/
Article 131,"State Of Rajasthan & Ors. Etc. Etc vs Union Of India Etc. Etc on 6 May, 1977",https://indiankanoon.org/docfragment/174974/?formInput=Article%20131
Article 131,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 131,"THE CONSTITUTION (SEVENTH AMENDMENT) ACT, 1956",https://indiankanoon.org/doc/156973329/
Article 131,"State Of Tamil Nadu vs State Of Kerala & Anr on 7 May, 2014",https://indiankanoon.org/docfragment/41744252/?formInput=Article%20131
Article 131,"State Of Haryana vs State Of Punjab And Anr on 15 January, 2002",https://indiankanoon.org/docfragment/255258/?formInput=Article%20131
Article 131,"M/S Tashi Delek Gaming Solutions Ltd. & ... vs State Of Karnataka & Ors on 8 December, 2005",https://indiankanoon.org/docfragment/643177/?formInput=Article%20131
Article 132,"Article 133 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1325025/
Article 132,"Article 132 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/783690/
Article 132,"Article 145 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1537130/
Article 132,"Article 134A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/952725/
Article 132,"S.A.L. Narayan Row And Anr. vs Ishwarlal Bhagwandas And Anr. on 7 May, 1965",https://indiankanoon.org/docfragment/1102942/?formInput=Article%20132
Article 132,"Section 415 in The Code of Criminal Procedure, 1973
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/511697/
Article 132,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 132,"Article 131A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/13355465/
Article 132,"State Of Uttar Pradesh And Ors. vs Mukhtar Singh And Ors. on 8 March, 1957",https://indiankanoon.org/docfragment/72503/?formInput=Article%20132
Article 132,"Vyapuri And Anr. vs Sonamma Boi Ammani on 31 August, 1915",https://indiankanoon.org/docfragment/1012851/?formInput=Article%20132
Article 133,"Article 133 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1325025/
Article 133,"Article 134A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/952725/
Article 133,"S.A.L. Narayan Row And Anr. vs Ishwarlal Bhagwandas And Anr. on 7 May, 1965",https://indiankanoon.org/docfragment/1102942/?formInput=Article%20133
Article 133,"Article 135 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/137639/
Article 133,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 133,"Ratanlal Bansilal And Others vs Kishorilal Goenka And Others on 18 December, 1992",https://indiankanoon.org/docfragment/138184/?formInput=Article%20133
Article 133,"Management Committee T. K. Ghosh'S ... vs T. C. Palit & Ors on 9 April, 1974",https://indiankanoon.org/docfragment/60827/?formInput=Article%20133
Article 133,"Article 131A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/13355465/
Article 133,"State Of Uttar Pradesh And Ors. vs Mukhtar Singh And Ors. on 8 March, 1957",https://indiankanoon.org/docfragment/72503/?formInput=Article%20133
Article 133,"Standard Glass Beads Factory And Anr. vs Shri Dhar And Ors. on 16 March, 1960",https://indiankanoon.org/docfragment/522117/?formInput=Article%20133
Article 134,"Article 134 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1446285/
Article 134,"Article 145 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1537130/
Article 134,"Article 134A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/952725/
Article 134,"Section 415 in The Code of Criminal Procedure, 1973
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/511697/
Article 134,"Article 135 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/137639/
Article 134,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 134,"Sita Ram & Ors vs State Of U.P on 24 January, 1979",https://indiankanoon.org/docfragment/1594547/?formInput=Article%20134
Article 134,"Chandra Mohan Tiwari And Anr vs State Of Madhya Pradesh on 22 January, 1992",https://indiankanoon.org/docfragment/1994469/?formInput=Article%20134
Article 134,"Vidya Varuthi Thirtha vs Balusami Ayyar on 5 July, 1921",https://indiankanoon.org/docfragment/242776/?formInput=Article%20134
Article 134,"Smt. Dilboo (Dead) By Lrs. & Ors vs Smt. Dhanraji (Dead) And Ors on 12 September, 2000",https://indiankanoon.org/docfragment/701958/?formInput=Article%20134
Article 135,"Article 135 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/137639/
Article 135,"Gundapuneedi Veeranna And Ors. vs Gundapuneedi China Venkanna And Ors. on 7 November, 1952",https://indiankanoon.org/docfragment/427492/?formInput=Article%20135
Article 135,"West Jamuria Coal Co. vs Bholanath Roy And Ors. on 4 September, 1953",https://indiankanoon.org/docfragment/666816/?formInput=Article%20135
Article 135,"Constituent Assembly Debates On 31 May, 1949 Part Ii",https://indiankanoon.org/docfragment/1830284/?formInput=Article%20135
Article 135,"Ram Dawar Rai And Ors. vs Bhirgu Rai And Ors. on 23 May, 1912",https://indiankanoon.org/docfragment/214155/?formInput=Article%20135
Article 135,"Commr. Of Excess Profits Tax, West ... vs Ruby General Insurance Co. Ltd. on 11 January, 1954",https://indiankanoon.org/docfragment/1514308/?formInput=Article%20135
Article 135,"Kallu Babu Lalchand vs Commissioner Of Income-Tax on 4 September, 1961",https://indiankanoon.org/docfragment/806206/?formInput=Article%20135
Article 135,"M. Ramayya vs The State Of Madras, Represented By The ... on 30 August, 1951",https://indiankanoon.org/docfragment/241155/?formInput=Article%20135
Article 135,"Sp. Rm. Ramaswami Chettiar vs Sp. Rm. Sp. Ramanathan Chettiar And Ors. on 29 March, 1950",https://indiankanoon.org/docfragment/307536/?formInput=Article%20135
Article 135,"Karuppaiya Muthuraja vs V.Karuppaiya Muthuraja on 27 January, 2011",https://indiankanoon.org/docfragment/1930361/?formInput=Article%20135
Article 136,"Article 136 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/427855/
Article 136,"L. Chandra Kumar vs Union Of India And Others on 18 March, 1997",https://indiankanoon.org/docfragment/1152518/?formInput=Article%20136
Article 136,"Section 14 in The Administrative Tribunals Act, 1985
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/796793/
Article 136,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000",https://indiankanoon.org/docfragment/1940266/?formInput=Article%20136
Article 136,"Article 323A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/19835853/
Article 136,"Girish Kumar Suneja vs Cbi on 13 July, 2017",https://indiankanoon.org/docfragment/174336697/?formInput=Article%20136
Article 136,"Article 323B in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1249292/
Article 136,"M/S J.P.Builders & Anr vs A.Ramadas Rao & Anr on 22 November, 2010",https://indiankanoon.org/docfragment/1041253/?formInput=Article%20136
Article 136,"The Bharat Bank Ltd., Delhi vs Employees Of The Bharat Bank ... on 26 May, 1950",https://indiankanoon.org/docfragment/653417/?formInput=Article%20136
Article 136,"Section 28 in The Administrative Tribunals Act, 1985
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/1290303/
Article 137,"Article 137 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/249731/
Article 137,"Rupa Ashok Hurra vs Ashok Hurra & Anr on 10 April, 2002",https://indiankanoon.org/docfragment/123456797/?formInput=Article%20137
Article 137,"The Kerala State Electricity Board, ... vs T.P. Kunhaliumma on 29 October, 1976",https://indiankanoon.org/docfragment/34999496/?formInput=Article%20137
Article 137,"Town Municipal Council, Athani vs Presiding Officer, Labour Court, Hubli ... on 20 March, 1969",https://indiankanoon.org/docfragment/1698305/?formInput=Article%20137
Article 137,"M.P. Steel Corporation vs Commnr. Of Central Excise on 23 April, 2015",https://indiankanoon.org/docfragment/89319139/?formInput=Article%20137
Article 137,"Kunvarjeet Singh Khandpur vs Kirandeep Kaur & Ors on 3 April, 2008",https://indiankanoon.org/docfragment/1361828/?formInput=Article%20137
Article 137,"Bharat Sanchar Nigam Limited vs M/S Nortel Networks India Pvt. Ltd. on 10 March, 2021",https://indiankanoon.org/docfragment/118956979/?formInput=Article%20137
Article 137,"Mukri Gopalan vs Cheppilat Puthanpurayil Aboobacker on 12 July, 1995",https://indiankanoon.org/docfragment/181623893/?formInput=Article%20137
Article 137,"Ajaib Singh vs Sirhind Coop. ... on 8 April, 1999",https://indiankanoon.org/docfragment/1644513/?formInput=Article%20137
Article 137,"S. Rajan vs State Of Kerala And Another on 29 July, 1992",https://indiankanoon.org/docfragment/1415267/?formInput=Article%20137
Article 138,"Article 138 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/948250/
Article 138,"Rajendra Diwan vs Pradeep Kumar Ranibala on 10 December, 2019",https://indiankanoon.org/docfragment/187246407/?formInput=Article%20138
Article 138,"Bishambhar Prasad vs M/S Arfat Petrochemicals Private ... on 20 April, 2023",https://indiankanoon.org/docfragment/165457670/?formInput=Article%20138
Article 138,"Prem Chand And Ors. vs Motichand And Ors. on 31 August, 2007",https://indiankanoon.org/docfragment/1433282/?formInput=Article%20138
Article 138,"M/S Arfat Petrochemicals Private ... vs State Of Rajasthan on 20 July, 2021",https://indiankanoon.org/docfragment/135072846/?formInput=Article%20138
Article 138,"Constituent Assembly Debates On 1 June, 1949 Part I",https://indiankanoon.org/docfragment/1648960/?formInput=Article%20138
Article 138,"Boologam Naidu vs Jagannath And Ors. on 20 July, 1954",https://indiankanoon.org/docfragment/521325/?formInput=Article%20138
Article 138,"Hassan Ammal Bibi And Ors. vs Ismail Moideen Rowthar And Ors. on 30 March, 1915",https://indiankanoon.org/docfragment/1856082/?formInput=Article%20138
Article 138,"In Re: The Special Courts Bill, 1978 vs Unknown on 1 December, 1978",https://indiankanoon.org/docfragment/1306191/?formInput=Article%20138
Article 138,"Anant S/O. Narayan Naik vs State Of Maharashtra on 15 September, 1989",https://indiankanoon.org/docfragment/1929322/?formInput=Article%20138
Article 139,"Article 145 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1537130/
Article 139,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 139,"Article 139 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/556297/
Article 139,"Anita Kushwaha vs Pushap Sudan on 19 July, 2016",https://indiankanoon.org/docfragment/147862660/?formInput=Article%20139
Article 139,"Sheo Dulare Lal Sah vs Anant Ram And Anr. on 31 July, 1953",https://indiankanoon.org/docfragment/363528/?formInput=Article%20139
Article 139,"Sidram Lachmaya vs Mallaya Lingaya Chilaka on 4 February, 1948",https://indiankanoon.org/docfragment/522941/?formInput=Article%20139
Article 139,"Makibur Rahman vs The Union Of India And 7 Ors on 25 April, 2024",https://indiankanoon.org/docfragment/70943120/?formInput=Article%20139
Article 139,"Makibur Rahman vs The Union Of India And 7 Ors on 25 April, 2024",https://indiankanoon.org/docfragment/21190222/?formInput=Article%20139
Article 139,"Makibur Rahman vs The Union Of India And 7 Ors on 25 April, 2024",https://indiankanoon.org/docfragment/23557713/?formInput=Article%20139
Article 139,"Makibur Rahman vs The Union Of India And 7 Ors on 25 April, 2024",https://indiankanoon.org/docfragment/116167327/?formInput=Article%20139
Article 140,"Article 140 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/101688/
Article 140,"Hamlin Trust And Ors vs Lsf10 Rose Investments S.Ã R.L. And Ors on 7 September, 2022",https://indiankanoon.org/docfragment/157007503/?formInput=Article%20140
Article 140,"Hamlin Trust And Ors vs Lsf10 Rose Investments S.Ã R.L. And Ors on 7 September, 2022",https://indiankanoon.org/docfragment/59453083/?formInput=Article%20140
Article 140,"Ambalavana Chetty And Anr. vs Singaravelu Odayar And Ors. on 26 April, 1912",https://indiankanoon.org/docfragment/1690695/?formInput=Article%20140
Article 140,"James Richard Rennel Skinner vs Kunwar Naunihal Singh on 19 March, 1929",https://indiankanoon.org/docfragment/168575/?formInput=Article%20140
Article 140,"Nicco Parks And Resorts Ltd vs Vinod Kumar Kothari & Ors on 20 March, 2020",https://indiankanoon.org/docfragment/39317775/?formInput=Article%20140
Article 140,"Raja Ramaswami (Dead) And Ors. vs Govindammal And Ors. on 1 November, 1928",https://indiankanoon.org/docfragment/1389817/?formInput=Article%20140
Article 140,"The Secretary Of State For India In ... vs Moulvi Wazed Ali Khan Pani And Ors. on 22 July, 1921",https://indiankanoon.org/docfragment/1035651/?formInput=Article%20140
Article 140,"Lala Nand Lal vs Sunder Lal And Ors. on 6 September, 1943",https://indiankanoon.org/docfragment/1828763/?formInput=Article%20140
Article 140,"Raja Ramaswami (Dead) And Ors. vs Govindammal And Ors. on 1 November, 1928",https://indiankanoon.org/docfragment/1072140/?formInput=Article%20140
Article 141,"Article 141 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/882644/
Article 141,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000",https://indiankanoon.org/docfragment/1940266/?formInput=Article%20141
Article 141,"Dir. Of Settlements, A.P. & Ors vs M.R. Apparao & Anr on 20 March, 2002",https://indiankanoon.org/docfragment/703650/?formInput=Article%20141
Article 141,"Maj. Genl. A.S. Gauraya & Anr vs S.N. Thakur And Anr on 25 April, 1986",https://indiankanoon.org/docfragment/566198/?formInput=Article%20141
Article 141,"S. Shanmugavel Nadar vs State Of Tamil Nadu And Anr on 18 September, 2002",https://indiankanoon.org/docfragment/1923727/?formInput=Article%20141
Article 141,"Jabalpur Bus Operators Association And ... vs State Of M.P. And Anr. on 17 December, 2002",https://indiankanoon.org/docfragment/646586/?formInput=Article%20141
Article 141,"University Of Kerala vs Council,Principals',Colleges,Kerala ... on 11 November, 2009",https://indiankanoon.org/docfragment/75268133/?formInput=Article%20141
Article 141,"Manoj Kumar vs Board Of Revenue And Ors. on 2 November, 2007",https://indiankanoon.org/docfragment/1501870/?formInput=Article%20141
Article 141,"Sahara India Real Estate Corp.Ltd.& Ors vs Securities & Exch.Board Of India & Anr on 11 September, 2012",https://indiankanoon.org/docfragment/158887669/?formInput=Article%20141
Article 141,"Kalipada Chakraborti And Another vs Palani Bala Devi And Others on 16 January, 1953",https://indiankanoon.org/docfragment/481866/?formInput=Article%20141
Article 142,"Article 142 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/500307/
Article 142,"Rupa Ashok Hurra vs Ashok Hurra & Anr on 10 April, 2002",https://indiankanoon.org/docfragment/123456797/?formInput=Article%20142
Article 142,"Ashok Kumar Gupta , Vidya Sagar Gupta & ... vs State Of U.P. & Ors on 21 March, 1997",https://indiankanoon.org/docfragment/897981/?formInput=Article%20142
Article 142,"Girish Kumar Suneja vs Cbi on 13 July, 2017",https://indiankanoon.org/docfragment/174336697/?formInput=Article%20142
Article 142,"Delhi Development Authority vs Skipper Construction Company(P) Ltd. & ... on 6 May, 1996",https://indiankanoon.org/docfragment/1336921/?formInput=Article%20142
Article 142,"Manish Goel vs Rohini Goel on 5 February, 2010",https://indiankanoon.org/docfragment/432882/?formInput=Article%20142
Article 142,"Union Carbide Corporation Etc. Etc vs Union Of India Etc. Etc on 3 October, 1991",https://indiankanoon.org/docfragment/27098883/?formInput=Article%20142
