query,case_title,case_url
Article 38,"Ramakrishna Industries (P.) Ltd. And ... vs P.R. Ramakrishnan And Ors. on 9 July, 1985",https://indiankanoon.org/docfragment/1130346/?formInput=Article%2038
Article 38,"Vijay Ramchandra Thopate vs The State Of Maharashtra Through on 19 October, 2010",https://indiankanoon.org/docfragment/1613044/?formInput=Article%2038
Article 38,"Ramakrishna Industries (P). Ltd. And ... vs P.R. Ramakerishnan And Ors. on 9 July, 1980",https://indiankanoon.org/docfragment/838982/?formInput=Article%2038
Article 38,"Aasia Properties Development Limited vs Juhu Beach Resorts Limited And Ors. on 19 September, 2006",https://indiankanoon.org/docfragment/285889/?formInput=Article%2038
Article 38,"Vijay Ramchandra Thopate vs The State Of Maharashtra Through on 19 October, 2010",https://indiankanoon.org/docfragment/991728/?formInput=Article%2038
Article 39,"Article 39 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/555882/
Article 39,"Union Of India vs Tarsem Singh on 19 September, 2019",https://indiankanoon.org/docfragment/92512441/?formInput=Article%2039
Article 39,"Article 39A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/169871995/
Article 39,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 39,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 39,"M/S Ashoka Smokeless Coal Ind. P. Ltd. & ... vs Union Of India & Ors on 1 December, 2006",https://indiankanoon.org/docfragment/1067949/?formInput=Article%2039
Article 39,"Maharao Sahib Sri Bhim Singhji Etc. Etc vs Union Of India And Ors. Etc. Etc on 1 July, 1985",https://indiankanoon.org/docfragment/693176/?formInput=Article%2039
Article 39,"State Of Karnataka And Anr Etc vs Shri Ranganatha Reddy & Anr. Etc on 11 October, 1977",https://indiankanoon.org/docfragment/1474119/?formInput=Article%2039
Article 39,"Sanjeev Coke Manufacturing Company vs Bharat Coking Coal Ltd. And Another on 10 December, 1982",https://indiankanoon.org/docfragment/1195357/?formInput=Article%2039
Article 39,"Anil Kumar Neotia And Ors vs Union Of India & Ors on 26 April, 1988",https://indiankanoon.org/docfragment/1118187/?formInput=Article%2039
Article 40,"Article 40 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1714884/
Article 40,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 40,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 40,"THE CONSTITUTION (SEVENTY-THIRD AMENDMENT) ACT, 1992",https://indiankanoon.org/doc/106780661/
Article 40,"Strong Construction Through Its ... vs State Of U.P. Through Finance ... on 22 March, 2005",https://indiankanoon.org/docfragment/361425/?formInput=Article%2040
Article 40,"Section 2 in THE CONSTITUTION (SEVENTY-THIRD AMENDMENT) ACT, 1992
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/183360865/
Article 40,"Constituent Assembly Debates On 25 November, 1948",https://indiankanoon.org/docfragment/1963368/?formInput=Article%2040
Article 40,"Mukund Das And Anr. vs State Of Madhya Pradesh And Ors. on 11 July, 1991",https://indiankanoon.org/docfragment/302689/?formInput=Article%2040
Article 40,"Kurapati Bangaraiah And 17 Others vs Govt. Of A.P. Rep., By Principal ... on 27 June, 2014",https://indiankanoon.org/docfragment/163551017/?formInput=Article%2040
Article 40,"Awas 39423 Ireland Ltd. & Ors. vs Directorate General Of Civil Aviation & ... on 19 March, 2015",https://indiankanoon.org/docfragment/131705572/?formInput=Article%2040
Article 41,"Article 41 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1975922/
Article 41,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 41,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 41,"Oil And Natural Gas Corporation Ltd. vs Afcons Gunanusa Jv on 30 August, 2022",https://indiankanoon.org/docfragment/72377515/?formInput=Article%2041
Article 41,"Sukhnandan Thakur vs State Of Bihar And Ors. on 27 September, 1955",https://indiankanoon.org/docfragment/12162/?formInput=Article%2041
Article 41,"Section 2 in United Nations (Security Council) Act, 1947
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/676571/
Article 41,"L.H. Sugar Factory vs Moti on 24 March, 1941",https://indiankanoon.org/docfragment/1597838/?formInput=Article%2041
Article 41,"Constituent Assembly Debates On 10 December, 1948",https://indiankanoon.org/docfragment/1954671/?formInput=Article%2041
Article 41,"All Ameen Educational Society, Hazrat ... vs State Of Karnataka on 6 September, 1989",https://indiankanoon.org/docfragment/1663551/?formInput=Article%2041
Article 41,"Emperor vs Barendra Kumar Ghosh on 23 October, 1924",https://indiankanoon.org/docfragment/979031/?formInput=Article%2041
Article 42,"Article 42 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/111604/
Article 42,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 42,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 42,"Constituent Assembly Debates On 16 October, 1949 Part Ii",https://indiankanoon.org/docfragment/1110337/?formInput=Article%2042
Article 42,"State Of Uttarakhand vs Smt. Urmila Masih And Others on 17 September, 2019",https://indiankanoon.org/docfragment/171633813/?formInput=Article%2042
Article 42,"Abdul Muneer vs Sub Registrar on 25 October, 2012",https://indiankanoon.org/docfragment/166906862/?formInput=Article%2042
Article 42,"Padmanabhan.V.Menon vs The Inspector General Of Registration on 27 March, 2009",https://indiankanoon.org/docfragment/1916793/?formInput=Article%2042
Article 42,"Report No.258 On ""Prevention Of Bribery Of Foreign Public Officials And ...",https://indiankanoon.org/docfragment/87167657/?formInput=Article%2042
Article 42,K.Umadevi vs The Government Of Tamil Nadu,https://indiankanoon.org/docfragment/115621942/?formInput=Article%2042
Article 42,K.Umadevi vs The Government Of Tamil Nadu,https://indiankanoon.org/docfragment/41034194/?formInput=Article%2042
Article 43,"Article 43 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1256023/
Article 43,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 43,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/
Article 43,"Article 43A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/118693005/
Article 43,"THE CONSTITUTION (NINETY-SEVENTH AMENDMENT) ACT, 2011",https://indiankanoon.org/doc/13195630/
Article 43,"Smt.Shipra Jindal vs The Union Of India & Ors on 17 August, 2010",https://indiankanoon.org/docfragment/175865934/?formInput=Article%2043
Article 43,"Superintendent Of Stamps vs Breul And Co. on 10 January, 1944",https://indiankanoon.org/docfragment/1296901/?formInput=Article%2043
Article 43,"Jaspal Singh vs State Of Raj. & Ors on 11 May, 2017",https://indiankanoon.org/docfragment/83589449/?formInput=Article%2043
Article 43,"Neralakatte Sahakari Vyavasayika ... vs The State Of Karnataka on 8 August, 2024",https://indiankanoon.org/docfragment/56419009/?formInput=Article%2043
Article 43,"Kavalapadur Primary Agricultural ... vs The State Of Karnataka on 8 August, 2024",https://indiankanoon.org/docfragment/69085714/?formInput=Article%2043
Article 44,"Article 44 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1406604/
Article 44,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 44,"Smt. Sarla Mudgal, President, Kalyani & ... vs Union Of India & Ors on 10 May, 1995",https://indiankanoon.org/docfragment/733037/?formInput=Article%2044
Article 44,"Palaniappa Goundan vs Nallappa Goundan And Ors. on 16 March, 1950",https://indiankanoon.org/docfragment/1988378/?formInput=Article%2044
Article 44,"Raja Ramaswami (Dead) And Ors. vs Govindammal And Ors. on 1 November, 1928",https://indiankanoon.org/docfragment/1389817/?formInput=Article%2044
Article 44,"Fakirappa Limanna Patil vs Lumanna Mahadu Dhamnekar on 19 December, 1919",https://indiankanoon.org/docfragment/453103/?formInput=Article%2044
Article 44,"Surta Singh vs Pritam Singh on 25 November, 1982",https://indiankanoon.org/docfragment/1525231/?formInput=Article%2044
Article 44,"Tattya Mohyaji Dhomse vs Rabha Dadaji Dhomse on 3 July, 1952",https://indiankanoon.org/docfragment/1693955/?formInput=Article%2044
Article 44,"Jhaverbhai Hathibhai Patel vs Kabhai Becher Patel on 19 July, 1932",https://indiankanoon.org/docfragment/1776525/?formInput=Article%2044
Article 44,"Kandasami Naicker vs Irusappa Naicker And Ors. on 23 January, 1917",https://indiankanoon.org/docfragment/1837136/?formInput=Article%2044
Article 45,"Article 45 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1791268/
Article 45,"Unni Krishnan, J.P. And Ors. Etc. Etc vs State Of Andhra Pradesh And Ors. Etc. Etc on 4 February, 1993",https://indiankanoon.org/docfragment/1775396/?formInput=Article%2045
Article 45,"Society For Un-Aided P.School Of Raj vs U.O.I & Anr on 12 April, 2012",https://indiankanoon.org/docfragment/154958944/?formInput=Article%2045
Article 45,"State Of M.P vs Rakesh Kohli & Anr on 11 May, 2012",https://indiankanoon.org/docfragment/180820071/?formInput=Article%2045
Article 45,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 45,"State Of U.P. & Ors vs Pawan Kumar Divedi & Ors on 2 September, 2014",https://indiankanoon.org/docfragment/159007825/?formInput=Article%2045
Article 45,"THE CONSTITUTION (EIGHTY-SIXTH AMENDMENT) ACT, 2002",https://indiankanoon.org/doc/162510218/
Article 45,"Smt. Ranjanben Rambhai Patel, ... vs State Of Gujarat on 30 June, 2000",https://indiankanoon.org/docfragment/1235595/?formInput=Article%2045
Article 45,"C/M Adarsh Gramin Vidyalaya Sonakpur, ... vs State Of U.P. And 11 Others on 14 March, 2022",https://indiankanoon.org/docfragment/83418789/?formInput=Article%2045
Article 45,"Constituent Assembly Debates On 13 December, 1948 Part Ii",https://indiankanoon.org/docfragment/1461185/?formInput=Article%2045
Article 46,"Article 46 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/352126/
Article 46,"THE CONSTITUTION (FIRST AMENDMENT) ACT, 1951",https://indiankanoon.org/doc/136460171/
Article 46,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 46,"THE CONSTITUTION (FORTY-SIXTH AMENDMENT) ACT, 1982",https://indiankanoon.org/doc/144486009/
Article 46,"Srimathi Champakam Dorairajan And Anr. vs The State Of Madras, Represented By The ... on 27 July, 1950",https://indiankanoon.org/docfragment/1806386/?formInput=Article%2046
Article 46,"Narendra Bahadur Singh vs Chief Inspector Of Stamps, U.P. on 6 May, 1971",https://indiankanoon.org/docfragment/1219876/?formInput=Article%2046
Article 46,"Janhit Abhiyan vs Union Of India on 7 November, 2022",https://indiankanoon.org/docfragment/98959833/?formInput=Article%2046
Article 46,"Kp Sanghvi And Sons Llp & Anr. vs Directorate Of Enforcement on 27 October, 2021",https://indiankanoon.org/docfragment/180528916/?formInput=Article%2046
Article 46,"Dayaram Khemkaran Verma S/O Khemkaran ... vs State Of Gujarat & 1....Opponents on 4 August, 2016",https://indiankanoon.org/docfragment/151417782/?formInput=Article%2046
Article 46,"B. Narayana And Ors. vs Government Of A.P. Rep. By Its Chief ... on 18 September, 1997",https://indiankanoon.org/docfragment/1809985/?formInput=Article%2046
Article 47,"Article 47 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1551554/
Article 47,"Khoday Distilleries Ltd vs State Of Karnataka on 19 October, 1994",https://indiankanoon.org/docfragment/675008/?formInput=Article%2047
Article 47,"Dharampal Satyapal Ltd. & Anr vs The State Of Assam & Anr on 27 October, 2017",https://indiankanoon.org/docfragment/165727199/?formInput=Article%2047
Article 47,"The Kerala Bar Hotels Association & Anr vs State Of Kerala And Ors on 29 December, 2015",https://indiankanoon.org/docfragment/150011352/?formInput=Article%2047
Article 47,"Bharat Petroleum Corporation ... vs State Of Guajrat & on 9 June, 2017",https://indiankanoon.org/docfragment/156249628/?formInput=Article%2047
Article 47,"B. Ratnamala vs G. Rudramma on 20 August, 1999",https://indiankanoon.org/docfragment/395604/?formInput=Article%2047
Article 47,"B. Surendra Das vs The State Of Kerala on 7 March, 2012",https://indiankanoon.org/docfragment/52505905/?formInput=Article%2047
Article 47,"Kanaka Durga Wines And Ors. vs Govt. Of A.P. And Ors. on 21 April, 1995",https://indiankanoon.org/docfragment/1041398/?formInput=Article%2047
Article 47,"Rakesh Singh vs State Of U.P.Through Prin. Secy. Excise ... on 9 August, 2012",https://indiankanoon.org/docfragment/44149460/?formInput=Article%2047
Article 47,"Hotel Bangalore International ... vs State Of Karnataka, By Its Prl. ... on 18 July, 2003",https://indiankanoon.org/docfragment/1187831/?formInput=Article%2047
Article 48,"Article 48A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/871328/
Article 48,"Article 48 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1452355/
Article 48,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 48,"State Of Gujarat vs Mirzapur Moti Kureshi Kassab Jamat & Ors on 26 October, 2005",https://indiankanoon.org/docfragment/101278772/?formInput=Article%2048
Article 48,"Abdul Muneer vs Sub Registrar on 25 October, 2012",https://indiankanoon.org/docfragment/166906862/?formInput=Article%2048
Article 48,"Kaikhusroo Manekshah Talyarkhan vs Gangadas Dwarkadas on 8 November, 1935",https://indiankanoon.org/docfragment/826185/?formInput=Article%2048
Article 48,"Nature Lovers Movement vs State Of Kerala And Ors. on 7 October, 1999",https://indiankanoon.org/docfragment/1861307/?formInput=Article%2048
Article 48,"Mirzapur Moti Kureshi Kassab Jamat And ... vs State Of Gujarat And Ors. on 16 April, 1998",https://indiankanoon.org/docfragment/1576245/?formInput=Article%2048
Article 48,"Alim vs State Of Uttarakhand And Others on 10 August, 2018",https://indiankanoon.org/docfragment/105567956/?formInput=Article%2048
Article 48,"Bhartiya Govansh Rakshan Sanverdhan ... vs The Union Of India & Ors on 29 July, 2016",https://indiankanoon.org/docfragment/185825675/?formInput=Article%2048
Article 49,"Article 49 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/9107/
Article 49,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 49,"THE CONSTITUTION (SEVENTH AMENDMENT) ACT, 1956",https://indiankanoon.org/doc/156973329/
Article 49,"Kaikhusroo Manekshah Talyarkhan vs Gangadas Dwarkadas on 8 November, 1935",https://indiankanoon.org/docfragment/826185/?formInput=Article%2049
Article 49,"Prius Auto Industries Ltd & Ors vs Toyota Jidosha Kabushiki Kaisha on 23 December, 2016",https://indiankanoon.org/docfragment/75339154/?formInput=Article%2049
Article 49,"Surat Lall Mondal And Ors. vs Umar Haji And Ors. on 16 May, 1895",https://indiankanoon.org/docfragment/1648549/?formInput=Article%2049
Article 49,"Mst. Radha Devi And Ors. vs Dhanik Lal Isser. on 11 September, 1970",https://indiankanoon.org/docfragment/1979288/?formInput=Article%2049
Article 49,"Dominion Of India vs Central Aerating Gas Company on 16 April, 1962",https://indiankanoon.org/docfragment/164966/?formInput=Article%2049
Article 49,"Thenappa Chettiar vs Andiyappa Chettiar on 9 November, 1970",https://indiankanoon.org/docfragment/855553/?formInput=Article%2049
Article 49,"M.S. Madhusoodhanan & Anr vs Kerala Kaumudi Pvt. Ltd. & Ors on 1 August, 2003",https://indiankanoon.org/docfragment/1800593/?formInput=Article%2049
Article 50,"Article 50 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/192717/
Article 50,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 50,"Chandra Bhan And Parashu Ram, Both Sons ... vs Deputy Director Of Consolidation And ... on 13 December, 2005",https://indiankanoon.org/docfragment/1579089/?formInput=Article%2050
Article 50,"Constituent Assembly Debates On 28 December, 1948 Part Ii",https://indiankanoon.org/docfragment/1430481/?formInput=Article%2050
Article 50,"Revenue Bar Association vs Union Of India on 20 September, 2019",https://indiankanoon.org/docfragment/97389181/?formInput=Article%2050
Article 50,"Shambhu Dayal vs Union Of India (Uoi) And Ors. on 9 April, 2002",https://indiankanoon.org/docfragment/387741/?formInput=Article%2050
Article 50,"P.Sathish @ Sathish Kumar vs State Rep.By on 13 March, 2023",https://indiankanoon.org/docfragment/187487865/?formInput=Article%2050
Article 50,"Sukhdev Singh Dhindsa And Anr. vs The State Of Punjab And Anr. on 9 August, 1985",https://indiankanoon.org/docfragment/1208348/?formInput=Article%2050
Article 50,"Mazda Theatres Pvt. Ltd. And Anr. vs New Bank Of India Ltd. And Ors. on 27 September, 1974",https://indiankanoon.org/docfragment/1107717/?formInput=Article%2050
Article 50,"Constituent Assembly Debates On 29 December, 1948",https://indiankanoon.org/docfragment/110404/?formInput=Article%2050
Article 51,"Article 51 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/854952/
Article 51,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 51,"State Of Gujarat vs Mirzapur Moti Kureshi Kassab Jamat & Ors on 26 October, 2005",https://indiankanoon.org/docfragment/101278772/?formInput=Article%2051
Article 51,"Central Bank Of India vs Anil Puranmal Bansal on 7 March, 2016",https://indiankanoon.org/docfragment/3699332/?formInput=Article%2051
Article 51,"Constituent Assembly Debates On 28 December, 1948 Part Ii",https://indiankanoon.org/docfragment/1430481/?formInput=Article%2051
Article 51,"Lg Electronics India Pvt Ltd vs Bharat Bhogilal Patel & Others on 13 July, 2012",https://indiankanoon.org/docfragment/48055807/?formInput=Article%2051
Article 51,"Dr. Maya D. Chablani vs Smt Radha Mittal & Ors. on 24 June, 2021",https://indiankanoon.org/docfragment/167511972/?formInput=Article%2051
Article 51,"Alim vs State Of Uttarakhand And Others on 10 August, 2018",https://indiankanoon.org/docfragment/105567956/?formInput=Article%2051
Article 51,"State Of Gujarat vs Mirzapur Moti Kureshi Kassab Jamat & Ors on 26 October, 2005",https://indiankanoon.org/docfragment/63753770/?formInput=Article%2051
Article 51,"Ramavath Hanuma @ Hanumanthu, ... vs State Of Telangana Represented By ... on 1 March, 2017",https://indiankanoon.org/docfragment/55504842/?formInput=Article%2051
Article 52,"Article 52 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1205651/
Article 52,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 52,"Babulal Choukhani vs Western India Theatres Ltd. And Anr. on 5 December, 1956",https://indiankanoon.org/docfragment/956135/?formInput=Article%2052
Article 52,"Swadeshi Cotton Mills Company Ltd., ... vs Commune Of Pondicherry Represented By ... on 19 June, 1973",https://indiankanoon.org/docfragment/1938941/?formInput=Article%2052
Article 52,"Natera Inc And Anr vs The Assistant Controller Of Patents And ... on 9 October, 2025",https://indiankanoon.org/docfragment/135629607/?formInput=Article%2052
Article 52,"Sequenom Inc & Anr vs The Controller Of Patents on 9 October, 2025",https://indiankanoon.org/docfragment/19170869/?formInput=Article%2052
Article 52,"Emd Millipore Corporation vs Assistant Controller Of Patents And ... on 9 October, 2025",https://indiankanoon.org/docfragment/81278453/?formInput=Article%2052
Article 52,"The Chinese University Of Hong Kong vs Diagnostic: Understanding ... on 12 October, 2023",https://indiankanoon.org/docfragment/57544540/?formInput=Article%2052
Article 52,"The Chinese University Of Hong Kong vs Diagnostic: Understanding ... on 12 October, 2023",https://indiankanoon.org/docfragment/184006464/?formInput=Article%2052
Article 52,"Mrs. Shuaiba Rahaman vs The State Of Karnataka on 3 March, 2023",https://indiankanoon.org/docfragment/7760697/?formInput=Article%2052
Article 53,"Article 53 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1597349/
Article 53,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 53,"B.N. Viswanathan And Anr. vs Tiffin'S Baryt Asbestos And Paints Ltd. ... on 16 October, 1952",https://indiankanoon.org/docfragment/1439189/?formInput=Article%2053
Article 53,"Emd Millipore Corporation vs Assistant Controller Of Patents And ... on 9 October, 2025",https://indiankanoon.org/docfragment/81278453/?formInput=Article%2053
Article 53,"Shamsher Singh & Anr vs State Of Punjab on 23 August, 1974",https://indiankanoon.org/docfragment/1382698/?formInput=Article%2053
Article 53,"Constituent Assembly Debates On 16 November, 1949",https://indiankanoon.org/docfragment/464261/?formInput=Article%2053
Article 53,"Constituent Assembly Debates On 28 December, 1948 Part Ii",https://indiankanoon.org/docfragment/1430481/?formInput=Article%2053
Article 53,"Lg Electronics India Pvt Ltd vs Bharat Bhogilal Patel & Others on 13 July, 2012",https://indiankanoon.org/docfragment/48055807/?formInput=Article%2053
Article 53,"Raj Kumar Jha vs Union Of India on 21 September, 2012",https://indiankanoon.org/docfragment/102399449/?formInput=Article%2053
Article 53,"Smriti Madan Kansagra vs Perry Kansagra on 7 October, 2021",https://indiankanoon.org/docfragment/114691445/?formInput=Article%2053
Article 54,"Article 54 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/887242/
Article 54,"Article 368 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/594125/
Article 54,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 54,"Gunwantbhai Mulchand Shah & Ors vs Anton Elis Farel & Ors on 6 March, 2006",https://indiankanoon.org/docfragment/1908051/?formInput=Article%2054
Article 54,"S. Brahmanand And Ors vs K. R. Muthugopal (D) And Ors on 21 October, 2005",https://indiankanoon.org/docfragment/1136921/?formInput=Article%2054
Article 54,"Panchanan Dhara & Ors vs Monmatha Nath Maity (Dead) Th. Lrs. & Anr on 12 May, 2006",https://indiankanoon.org/docfragment/779572/?formInput=Article%2054
Article 54,"Madina Begun & Anr vs Shiv Murti Prasad Pandey & Ors on 1 August, 2016",https://indiankanoon.org/docfragment/41284539/?formInput=Article%2054
Article 54,"Article 371A in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/371998/
Article 54,"H.M. Krishna Reddy vs H.C. Narayana Reddy on 9 April, 2001",https://indiankanoon.org/docfragment/1161338/?formInput=Article%2054
Article 54,"Section 19 in The Presidential And Vice-Presidential Elections Act, 1952
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/56611/
Article 55,"Article 54 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/887242/
Article 55,"Article 368 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/594125/
Article 55,"Article 55 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1164414/
Article 55,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 55,"Kotak Mahindra Bank Ltd. vs Anuj Kumar Tyagi on 17 December, 2015",https://indiankanoon.org/docfragment/197507698/?formInput=Article%2055
Article 55,"THE CONSTITUTION (EIGHTY-FOURTH AMENDMENT) ACT, 2002",https://indiankanoon.org/doc/176912387/
Article 55,"Section 19 in The Presidential And Vice-Presidential Elections Act, 1952
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/56611/
Article 55,"Delta Foundations & Constructions vs Kerala State Construction Corporation ... on 17 January, 2003",https://indiankanoon.org/docfragment/1923011/?formInput=Article%2055
Article 55,"Constituent Assembly Debates On 29 December, 1948",https://indiankanoon.org/docfragment/110404/?formInput=Article%2055
Article 55,"Constituent Assembly Debates On 28 December, 1948 Part Ii",https://indiankanoon.org/docfragment/1430481/?formInput=Article%2055
Article 56,"Article 56 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1408921/
Article 56,"Article 62 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/825474/
Article 56,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/
Article 56,"State Of Rajasthan vs Ram Kishan on 6 May, 1977",https://indiankanoon.org/docfragment/442935/?formInput=Article%2056
Article 56,"Constituent Assembly Debates On 29 December, 1948",https://indiankanoon.org/docfragment/110404/?formInput=Article%2056
Article 56,"Dharmarth Trust J&K Jammu & Ors vs Dinesh Chander Nanda on 8 September, 2010",https://indiankanoon.org/docfragment/172645380/?formInput=Article%2056
Article 56,"In Re: Presidential Poll vs Unknown on 5 June, 1974",https://indiankanoon.org/docfragment/1155468/?formInput=Article%2056
Article 56,"Dharmarth Trust J&K Jammu & Ors vs Dinesh Chander Nanda on 8 September, 2010",https://indiankanoon.org/docfragment/1156579/?formInput=Article%2056
Article 56,"Bomi Munchershaw Mistry vs The Kesharwani Co-Operative Housing ... on 3 December, 1992",https://indiankanoon.org/docfragment/1540117/?formInput=Article%2056
Article 56,"Union Of India vs Shri Gopal Chandra Misra And Ors on 15 February, 1978",https://indiankanoon.org/docfragment/147006/?formInput=Article%2056
Article 57,"Article 57 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/950729/
Article 57,"Smt. Claude-Lila Parulekar vs M/S. Sakal Papers Pvt. Ltd. & Ors on 18 March, 2005",https://indiankanoon.org/docfragment/1594596/?formInput=Article%2057
Article 57,"Strong Construction Through Its ... vs State Of U.P. Through Finance ... on 22 March, 2005",https://indiankanoon.org/docfragment/361425/?formInput=Article%2057
Article 57,"Darius Rutton Kavasmaneck vs Gharda Chemicals Ltd. & Ors on 28 October, 2014",https://indiankanoon.org/docfragment/135824143/?formInput=Article%2057
Article 57,"Jer Rutton Kavasmaneck & Others vs Gharda Chemicals Ltd. & Others on 22 November, 1999",https://indiankanoon.org/docfragment/1773909/?formInput=Article%2057
Article 57,"Constituent Assembly Debates On 29 December, 1948",https://indiankanoon.org/docfragment/110404/?formInput=Article%2057
Article 57,"Label Art Press And Anr. vs Indo European Machinery Co. (P.) Ltd. on 9 March, 1973",https://indiankanoon.org/docfragment/1548353/?formInput=Article%2057
Article 57,"Dr.Percy Rutton Kavasmaneck vs Gharda Chemicals Ltd on 14 November, 2008",https://indiankanoon.org/docfragment/1944845/?formInput=Article%2057
Article 57,"Smt. Kamla Devi vs The Chief Controlling Revenue ... on 12 November, 1965",https://indiankanoon.org/docfragment/1041441/?formInput=Article%2057
Article 57,"Jer Rutton Kavasmaneck vs Gharda Chemicals Limited on 20 December, 2012",https://indiankanoon.org/docfragment/53960532/?formInput=Article%2057
Article 58,"Article 58 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1665174/
Article 58,"THE CONSTITUTION (SEVENTH AMENDMENT) ACT, 1956",https://indiankanoon.org/doc/156973329/
Article 58,"M/S. Shakti Bhog Food Industries Ltd. vs The Central Bank Of India on 5 June, 2020",https://indiankanoon.org/docfragment/126131695/?formInput=Article%2058
Article 58,"Smt. Claude-Lila Parulekar vs M/S. Sakal Papers Pvt. Ltd. & Ors on 18 March, 2005",https://indiankanoon.org/docfragment/1594596/?formInput=Article%2058
Article 58,"Section 7B in The Citizenship Act, 1955
          
  

  
     [Entire Act]",https://indiankanoon.org/doc/80973385/
Article 58,"Ashok Kumar And Ors. vs Gangadhar And Anr. on 21 November, 2006",https://indiankanoon.org/docfragment/1407319/?formInput=Article%2058
